client_id,product_id,date,year,month,shipments_to_client,shipments_from_client,end_stock,latent_demand,lost_sales,oos
C005,P001,2023-01-01,2023,1,6,62,12,62,0,0
C005,P001,2023-02-01,2023,2,72,62,22,62,0,0
C005,P001,2023-03-01,2023,3,73,76,19,76,0,0
C005,P001,2023-04-01,2023,4,55,62,12,62,0,0
C005,P001,2023-05-01,2023,5,86,96,2,96,0,0
C005,P001,2023-06-01,2023,6,171,133,40,133,0,0
C005,P001,2023-07-01,2023,7,176,151,65,151,0,0
C005,P001,2023-08-01,2023,8,78,110,33,110,0,0
C005,P001,2023-09-01,2023,9,74,82,25,82,0,0
C005,P001,2023-10-01,2023,10,37,60,2,60,0,0
C005,P001,2023-11-01,2023,11,40,42,0,68,26,1
C005,P001,2023-12-01,2023,12,55,48,7,48,0,0
C005,P001,2024-01-01,2024,1,67,66,8,66,0,0
C005,P001,2024-02-01,2024,2,43,50,1,50,0,0
C005,P001,2024-03-01,2024,3,90,69,22,69,0,0
C005,P001,2024-04-01,2024,4,69,65,26,65,0,0
C005,P001,2024-05-01,2024,5,82,102,6,102,0,0
C005,P001,2024-06-01,2024,6,97,103,0,118,15,1
C005,P001,2024-07-01,2024,7,177,121,56,121,0,0
C005,P001,2024-08-01,2024,8,136,135,57,135,0,0
C005,P001,2024-09-01,2024,9,67,92,32,92,0,0
C005,P001,2024-10-01,2024,10,56,63,25,63,0,0
C005,P001,2024-11-01,2024,11,60,65,20,65,0,0
C005,P001,2024-12-01,2024,12,73,80,13,80,0,0
C005,P001,2025-01-01,2025,1,84,67,30,67,0,0
C005,P001,2025-02-01,2025,2,34,64,0,64,0,1
C005,P001,2025-03-01,2025,3,93,86,7,86,0,0
C005,P001,2025-04-01,2025,4,90,67,30,67,0,0
C005,P001,2025-05-01,2025,5,59,87,2,87,0,0
C005,P001,2025-06-01,2025,6,96,98,0,127,29,1
C005,P001,2025-07-01,2025,7,147,117,30,117,0,0
C005,P001,2025-08-01,2025,8,77,107,0,118,11,1
C005,P001,2025-09-01,2025,9,145,119,26,119,0,0
C005,P002,2023-01-01,2023,1,0,64,37,64,0,0
C005,P002,2023-02-01,2023,2,37,71,3,71,0,0
C005,P002,2023-03-01,2023,3,92,90,5,90,0,0
C005,P002,2023-04-01,2023,4,73,53,25,53,0,0
C005,P002,2023-05-01,2023,5,83,100,8,100,0,0
C005,P002,2023-06-01,2023,6,148,102,54,102,0,0
C005,P002,2023-07-01,2023,7,80,111,23,111,0,0
C005,P002,2023-08-01,2023,8,179,157,45,157,0,0
C005,P002,2023-09-01,2023,9,55,100,0,107,7,1
C005,P002,2023-10-01,2023,10,81,65,16,65,0,0
C005,P002,2023-11-01,2023,11,65,65,16,65,0,0
C005,P002,2023-12-01,2023,12,97,81,32,81,0,0
C005,P002,2024-01-01,2024,1,52,60,24,60,0,0
C005,P002,2024-02-01,2024,2,74,82,16,82,0,0
C005,P002,2024-03-01,2024,3,112,85,43,85,0,0
C005,P002,2024-04-01,2024,4,25,58,10,58,0,0
C005,P002,2024-05-01,2024,5,75,69,16,69,0,0
C005,P002,2024-06-01,2024,6,158,146,28,146,0,0
C005,P002,2024-07-01,2024,7,72,100,0,125,25,1
C005,P002,2024-08-01,2024,8,226,146,80,146,0,0
C005,P002,2024-09-01,2024,9,40,98,22,98,0,0
C005,P002,2024-10-01,2024,10,49,56,15,56,0,0
C005,P002,2024-11-01,2024,11,57,69,3,69,0,0
C005,P002,2024-12-01,2024,12,69,65,7,65,0,0
C005,P002,2025-01-01,2025,1,63,70,0,78,8,1
C005,P002,2025-02-01,2025,2,81,69,12,69,0,0
C005,P002,2025-03-01,2025,3,79,61,30,61,0,0
C005,P002,2025-04-01,2025,4,40,64,6,64,0,0
C005,P002,2025-05-01,2025,5,135,92,49,92,0,0
C005,P002,2025-06-01,2025,6,106,150,5,150,0,0
C005,P002,2025-07-01,2025,7,196,161,40,161,0,0
C005,P002,2025-08-01,2025,8,123,144,19,144,0,0
C005,P002,2025-09-01,2025,9,102,96,25,96,0,0
C005,P003,2023-01-01,2023,1,39,91,17,91,0,0
C005,P003,2023-02-01,2023,2,77,88,6,88,0,0
C005,P003,2023-03-01,2023,3,43,47,2,47,0,0
C005,P003,2023-04-01,2023,4,68,61,9,61,0,0
C005,P003,2023-05-01,2023,5,99,86,22,86,0,0
C005,P003,2023-06-01,2023,6,76,80,18,80,0,0
C005,P003,2023-07-01,2023,7,89,89,18,89,0,0
C005,P003,2023-08-01,2023,8,56,68,6,68,0,0
C005,P003,2023-09-01,2023,9,103,80,29,80,0,0
C005,P003,2023-10-01,2023,10,65,77,17,77,0,0
C005,P003,2023-11-01,2023,11,40,57,0,65,8,1
C005,P003,2023-12-01,2023,12,83,81,2,81,0,0
C005,P003,2024-01-01,2024,1,106,82,26,82,0,0
C005,P003,2024-02-01,2024,2,94,86,34,86,0,0
C005,P003,2024-03-01,2024,3,54,65,23,65,0,0
C005,P003,2024-04-01,2024,4,27,50,0,51,1,1
C005,P003,2024-05-01,2024,5,69,63,6,63,0,0
C005,P003,2024-06-01,2024,6,100,94,12,94,0,0
C005,P003,2024-07-01,2024,7,134,97,49,97,0,0
C005,P003,2024-08-01,2024,8,19,55,13,55,0,0
C005,P003,2024-09-01,2024,9,105,79,39,79,0,0
C005,P003,2024-10-01,2024,10,78,86,31,86,0,0
C005,P003,2024-11-01,2024,11,24,49,6,49,0,0
C005,P003,2024-12-01,2024,12,75,70,11,70,0,0
C005,P003,2025-01-01,2025,1,134,95,50,95,0,0
C005,P003,2025-02-01,2025,2,36,77,9,77,0,0
C005,P003,2025-03-01,2025,3,108,85,32,85,0,0
C005,P003,2025-04-01,2025,4,81,112,1,112,0,0
C005,P003,2025-05-01,2025,5,56,57,0,69,12,1
C005,P003,2025-06-01,2025,6,61,61,0,63,2,1
C005,P003,2025-07-01,2025,7,87,81,6,81,0,0
C005,P003,2025-08-01,2025,8,83,87,2,87,0,0
C005,P003,2025-09-01,2025,9,58,60,0,81,21,1
C005,P004,2023-01-01,2023,1,0,63,35,63,0,0
C005,P004,2023-02-01,2023,2,99,100,34,100,0,0
C005,P004,2023-03-01,2023,3,85,95,24,95,0,0
C005,P004,2023-04-01,2023,4,70,94,0,122,28,1
C005,P004,2023-05-01,2023,5,237,152,85,152,0,0
C005,P004,2023-06-01,2023,6,188,192,81,192,0,0
C005,P004,2023-07-01,2023,7,117,166,32,166,0,0
C005,P004,2023-08-01,2023,8,106,138,0,185,47,1
C005,P004,2023-09-01,2023,9,110,110,0,118,8,1
C005,P004,2023-10-01,2023,10,155,110,45,110,0,0
C005,P004,2023-11-01,2023,11,90,102,33,102,0,0
C005,P004,2023-12-01,2023,12,100,95,38,95,0,0
C005,P004,2024-01-01,2024,1,80,98,20,98,0,0
C005,P004,2024-02-01,2024,2,105,94,31,94,0,0
C005,P004,2024-03-01,2024,3,93,91,33,91,0,0
C005,P004,2024-04-01,2024,4,50,81,2,81,0,0
C005,P004,2024-05-01,2024,5,184,158,28,158,0,0
C005,P004,2024-06-01,2024,6,209,171,66,171,0,0
C005,P004,2024-07-01,2024,7,129,167,28,167,0,0
C005,P004,2024-08-01,2024,8,309,222,115,222,0,0
C005,P004,2024-09-01,2024,9,92,177,30,177,0,0
C005,P004,2024-10-01,2024,10,88,116,2,116,0,0
C005,P004,2024-11-01,2024,11,52,54,0,84,30,1
C005,P004,2024-12-01,2024,12,121,121,0,122,1,1
C005,P004,2025-01-01,2025,1,94,94,0,96,2,1
C005,P004,2025-02-01,2025,2,119,108,11,108,0,0
C005,P004,2025-03-01,2025,3,90,79,22,79,0,0
C005,P004,2025-04-01,2025,4,58,77,3,77,0,0
C005,P004,2025-05-01,2025,5,82,85,0,98,13,1
C005,P004,2025-06-01,2025,6,137,137,0,189,52,1
C005,P004,2025-07-01,2025,7,171,143,28,143,0,0
C005,P004,2025-08-01,2025,8,226,169,85,169,0,0
C005,P004,2025-09-01,2025,9,111,183,13,183,0,0
C005,P005,2023-01-01,2023,1,0,45,57,45,0,0
C005,P005,2023-02-01,2023,2,7,53,11,53,0,0
C005,P005,2023-03-01,2023,3,45,46,10,46,0,0
C005,P005,2023-04-01,2023,4,56,48,18,48,0,0
C005,P005,2023-05-01,2023,5,38,49,7,49,0,0
C005,P005,2023-06-01,2023,6,70,51,26,51,0,0
C005,P005,2023-07-01,2023,7,71,76,21,76,0,0
C005,P005,2023-08-01,2023,8,68,61,28,61,0,0
C005,P005,2023-09-01,2023,9,23,46,5,46,0,0
C005,P005,2023-10-01,2023,10,45,42,8,42,0,0
C005,P005,2023-11-01,2023,11,61,61,8,61,0,0
C005,P005,2023-12-01,2023,12,57,64,1,64,0,0
C005,P005,2024-01-01,2024,1,97,78,20,78,0,0
C005,P005,2024-02-01,2024,2,72,66,26,66,0,0
C005,P005,2024-03-01,2024,3,26,51,1,51,0,0
C005,P005,2024-04-01,2024,4,55,56,0,64,8,1
C005,P005,2024-05-01,2024,5,44,44,0,45,1,1
C005,P005,2024-06-01,2024,6,58,52,6,52,0,0
C005,P005,2024-07-01,2024,7,60,56,10,56,0,0
C005,P005,2024-08-01,2024,8,56,54,12,54,0,0
C005,P005,2024-09-01,2024,9,51,43,20,43,0,0
C005,P005,2024-10-01,2024,10,55,55,20,55,0,0
C005,P005,2024-11-01,2024,11,45,51,14,51,0,0
C005,P005,2024-12-01,2024,12,40,51,3,51,0,0
C005,P005,2025-01-01,2025,1,44,47,0,55,8,1
C005,P005,2025-02-01,2025,2,76,59,17,59,0,0
C005,P005,2025-03-01,2025,3,49,53,13,53,0,0
C005,P005,2025-04-01,2025,4,41,52,2,52,0,0
C005,P005,2025-05-01,2025,5,55,38,19,38,0,0
C005,P005,2025-06-01,2025,6,73,66,26,66,0,0
C005,P005,2025-07-01,2025,7,38,46,18,46,0,0
C005,P005,2025-08-01,2025,8,57,60,15,60,0,0
C005,P005,2025-09-01,2025,9,49,60,4,60,0,0
C005,P006,2023-01-01,2023,1,16,73,9,73,0,0
C005,P006,2023-02-01,2023,2,60,69,0,72,3,1
C005,P006,2023-03-01,2023,3,89,64,25,64,0,0
C005,P006,2023-04-01,2023,4,65,75,15,75,0,0
C005,P006,2023-05-01,2023,5,142,121,36,121,0,0
C005,P006,2023-06-01,2023,6,148,166,18,166,0,0
C005,P006,2023-07-01,2023,7,100,118,0,128,10,1
C005,P006,2023-08-01,2023,8,183,128,55,128,0,0
C005,P006,2023-09-01,2023,9,117,128,44,128,0,0
C005,P006,2023-10-01,2023,10,23,53,14,53,0,0
C005,P006,2023-11-01,2023,11,58,53,19,53,0,0
C005,P006,2023-12-01,2023,12,72,69,22,69,0,0
C005,P006,2024-01-01,2024,1,58,58,22,58,0,0
C005,P006,2024-02-01,2024,2,40,57,5,57,0,0
C005,P006,2024-03-01,2024,3,45,50,0,62,12,1
C005,P006,2024-04-01,2024,4,114,74,40,74,0,0
C005,P006,2024-05-01,2024,5,143,150,33,150,0,0
C005,P006,2024-06-01,2024,6,166,160,39,160,0,0
C005,P006,2024-07-01,2024,7,128,147,20,147,0,0
C005,P006,2024-08-01,2024,8,165,141,44,141,0,0
C005,P006,2024-09-01,2024,9,72,98,18,98,0,0
C005,P006,2024-10-01,2024,10,79,72,25,72,0,0
C005,P006,2024-11-01,2024,11,48,61,12,61,0,0
C005,P006,2024-12-01,2024,12,122,93,41,93,0,0
C005,P006,2025-01-01,2025,1,63,87,17,87,0,0
C005,P006,2025-02-01,2025,2,89,76,30,76,0,0
C005,P006,2025-03-01,2025,3,48,78,0,90,12,1
C005,P006,2025-04-01,2025,4,87,58,29,58,0,0
C005,P006,2025-05-01,2025,5,81,102,8,102,0,0
C005,P006,2025-06-01,2025,6,111,111,8,111,0,0
C005,P006,2025-07-01,2025,7,157,108,57,108,0,0
C005,P006,2025-08-01,2025,8,105,136,26,136,0,0
C005,P006,2025-09-01,2025,9,135,116,45,116,0,0
C005,P007,2023-01-01,2023,1,34,107,19,107,0,0
C005,P007,2023-02-01,2023,2,124,132,11,132,0,0
C005,P007,2023-03-01,2023,3,111,95,27,95,0,0
C005,P007,2023-04-01,2023,4,44,71,0,80,9,1
C005,P007,2023-05-01,2023,5,90,79,11,79,0,0
C005,P007,2023-06-01,2023,6,96,79,28,79,0,0
C005,P007,2023-07-01,2023,7,98,88,38,88,0,0
C005,P007,2023-08-01,2023,8,84,86,36,86,0,0
C005,P007,2023-09-01,2023,9,52,74,14,74,0,0
C005,P007,2023-10-01,2023,10,131,107,38,107,0,0
C005,P007,2023-11-01,2023,11,105,113,30,113,0,0
C005,P007,2023-12-01,2023,12,92,118,4,118,0,0
C005,P007,2024-01-01,2024,1,168,142,30,142,0,0
C005,P007,2024-02-01,2024,2,105,135,0,155,20,1
C005,P007,2024-03-01,2024,3,105,87,18,87,0,0
C005,P007,2024-04-01,2024,4,87,83,22,83,0,0
C005,P007,2024-05-01,2024,5,53,75,0,75,0,1
C005,P007,2024-06-01,2024,6,75,59,16,59,0,0
C005,P007,2024-07-01,2024,7,46,57,5,57,0,0
C005,P007,2024-08-01,2024,8,70,75,0,77,2,1
C005,P007,2024-09-01,2024,9,131,88,43,88,0,0
C005,P007,2024-10-01,2024,10,36,73,6,73,0,0
C005,P007,2024-11-01,2024,11,73,78,1,78,0,0
C005,P007,2024-12-01,2024,12,144,132,13,132,0,0
C005,P007,2025-01-01,2025,1,97,110,0,127,17,1
C005,P007,2025-02-01,2025,2,141,133,8,133,0,0
C005,P007,2025-03-01,2025,3,104,95,17,95,0,0
C005,P007,2025-04-01,2025,4,40,57,0,58,1,1
C005,P007,2025-05-01,2025,5,106,82,24,82,0,0
C005,P007,2025-06-01,2025,6,79,82,21,82,0,0
C005,P007,2025-07-01,2025,7,43,64,0,73,9,1
C005,P007,2025-08-01,2025,8,81,68,13,68,0,0
C005,P007,2025-09-01,2025,9,110,92,31,92,0,0
C005,P008,2023-01-01,2023,1,14,91,19,91,0,0
C005,P008,2023-02-01,2023,2,78,84,13,84,0,0
C005,P008,2023-03-01,2023,3,82,66,29,66,0,0
C005,P008,2023-04-01,2023,4,68,70,27,70,0,0
C005,P008,2023-05-01,2023,5,123,111,39,111,0,0
C005,P008,2023-06-01,2023,6,84,105,18,105,0,0
C005,P008,2023-07-01,2023,7,95,109,4,109,0,0
C005,P008,2023-08-01,2023,8,57,61,0,85,24,1
C005,P008,2023-09-01,2023,9,80,66,14,66,0,0
C005,P008,2023-10-01,2023,10,117,87,44,87,0,0
C005,P008,2023-11-01,2023,11,90,103,31,103,0,0
C005,P008,2023-12-01,2023,12,114,122,23,122,0,0
C005,P008,2024-01-01,2024,1,58,70,11,70,0,0
C005,P008,2024-02-01,2024,2,93,92,12,92,0,0
C005,P008,2024-03-01,2024,3,57,69,0,88,19,1
C005,P008,2024-04-01,2024,4,75,59,16,59,0,0
C005,P008,2024-05-01,2024,5,117,91,42,91,0,0
C005,P008,2024-06-01,2024,6,74,103,13,103,0,0
C005,P008,2024-07-01,2024,7,80,91,2,91,0,0
C005,P008,2024-08-01,2024,8,85,87,0,87,0,1
C005,P008,2024-09-01,2024,9,134,89,45,89,0,0
C005,P008,2024-10-01,2024,10,65,86,24,86,0,0
C005,P008,2024-11-01,2024,11,106,110,20,110,0,0
C005,P008,2024-12-01,2024,12,100,99,21,99,0,0
C005,P008,2025-01-01,2025,1,83,97,7,97,0,0
C005,P008,2025-02-01,2025,2,117,83,41,83,0,0
C005,P008,2025-03-01,2025,3,63,87,17,87,0,0
C005,P008,2025-04-01,2025,4,101,91,27,91,0,0
C005,P008,2025-05-01,2025,5,51,56,22,56,0,0
C005,P008,2025-06-01,2025,6,109,98,33,98,0,0
C005,P008,2025-07-01,2025,7,78,98,13,98,0,0
C005,P008,2025-08-01,2025,8,91,101,3,101,0,0
C005,P008,2025-09-01,2025,9,102,84,21,84,0,0
C005,P009,2023-01-01,2023,1,0,46,39,46,0,0
C005,P009,2023-02-01,2023,2,21,46,14,46,0,0
C005,P009,2023-03-01,2023,3,50,46,18,46,0,0
C005,P009,2023-04-01,2023,4,34,47,5,47,0,0
C005,P009,2023-05-01,2023,5,72,66,11,66,0,0
C005,P009,2023-06-01,2023,6,133,96,48,96,0,0
C005,P009,2023-07-01,2023,7,78,93,33,93,0,0
C005,P009,2023-08-01,2023,8,52,75,10,75,0,0
C005,P009,2023-09-01,2023,9,67,61,16,61,0,0
C005,P009,2023-10-01,2023,10,41,44,13,44,0,0
C005,P009,2023-11-01,2023,11,35,40,8,40,0,0
C005,P009,2023-12-01,2023,12,32,40,0,52,12,1
C005,P009,2024-01-01,2024,1,70,62,8,62,0,0
C005,P009,2024-02-01,2024,2,32,33,7,33,0,0
C005,P009,2024-03-01,2024,3,48,47,8,47,0,0
C005,P009,2024-04-01,2024,4,64,54,18,54,0,0
C005,P009,2024-05-01,2024,5,74,72,20,72,0,0
C005,P009,2024-06-01,2024,6,109,87,42,87,0,0
C005,P009,2024-07-01,2024,7,41,69,14,69,0,0
C005,P009,2024-08-01,2024,8,107,89,32,89,0,0
C005,P009,2024-09-01,2024,9,26,58,0,60,2,1
C005,P009,2024-10-01,2024,10,60,48,12,48,0,0
C005,P009,2024-11-01,2024,11,42,54,0,57,3,1
C005,P009,2024-12-01,2024,12,86,55,31,55,0,0
C005,P009,2025-01-01,2025,1,16,44,3,44,0,0
C005,P009,2025-02-01,2025,2,49,44,8,44,0,0
C005,P009,2025-03-01,2025,3,47,51,4,51,0,0
C005,P009,2025-04-01,2025,4,51,55,0,58,3,1
C005,P009,2025-05-01,2025,5,75,51,24,51,0,0
C005,P009,2025-06-01,2025,6,43,58,9,58,0,0
C005,P009,2025-07-01,2025,7,147,130,26,130,0,0
C005,P009,2025-08-01,2025,8,60,73,13,73,0,0
C005,P009,2025-09-01,2025,9,70,68,15,68,0,0
C005,P010,2023-01-01,2023,1,78,112,32,112,0,0
C005,P010,2023-02-01,2023,2,110,124,18,124,0,0
C005,P010,2023-03-01,2023,3,74,92,0,92,0,1
C005,P010,2023-04-01,2023,4,100,100,0,101,1,1
C005,P010,2023-05-01,2023,5,121,115,6,115,0,0
C005,P010,2023-06-01,2023,6,75,81,0,106,25,1
C005,P010,2023-07-01,2023,7,108,106,2,106,0,0
C005,P010,2023-08-01,2023,8,169,125,46,125,0,0
C005,P010,2023-09-01,2023,9,97,110,33,110,0,0
C005,P010,2023-10-01,2023,10,178,142,69,142,0,0
C005,P010,2023-11-01,2023,11,83,112,40,112,0,0
C005,P010,2023-12-01,2023,12,87,95,32,95,0,0
C005,P010,2024-01-01,2024,1,82,109,5,109,0,0
C005,P010,2024-02-01,2024,2,141,104,42,104,0,0
C005,P010,2024-03-01,2024,3,95,128,9,128,0,0
C005,P010,2024-04-01,2024,4,110,101,18,101,0,0
C005,P010,2024-05-01,2024,5,124,96,46,96,0,0
C005,P010,2024-06-01,2024,6,109,111,44,111,0,0
C005,P010,2024-07-01,2024,7,119,119,44,119,0,0
C005,P010,2024-08-01,2024,8,42,86,0,108,22,1
C005,P010,2024-09-01,2024,9,90,90,0,94,4,1
C005,P010,2024-10-01,2024,10,99,99,0,99,0,1
C005,P010,2024-11-01,2024,11,133,91,42,91,0,0
C005,P010,2024-12-01,2024,12,66,96,12,96,0,0
C005,P010,2025-01-01,2025,1,62,74,0,114,40,1
C005,P010,2025-02-01,2025,2,125,125,0,132,7,1
C005,P010,2025-03-01,2025,3,98,96,2,96,0,0
C005,P010,2025-04-01,2025,4,68,70,0,75,5,1
C005,P010,2025-05-01,2025,5,142,95,47,95,0,0
C005,P010,2025-06-01,2025,6,52,78,21,78,0,0
C005,P010,2025-07-01,2025,7,101,98,24,98,0,0
C005,P010,2025-08-01,2025,8,146,119,51,119,0,0
C005,P010,2025-09-01,2025,9,46,85,12,85,0,0
C005,P011,2023-01-01,2023,1,24,85,18,85,0,0
C005,P011,2023-02-01,2023,2,40,58,0,66,8,1
C005,P011,2023-03-01,2023,3,81,77,4,77,0,0
C005,P011,2023-04-01,2023,4,70,74,0,75,1,1
C005,P011,2023-05-01,2023,5,55,55,0,55,0,1
C005,P011,2023-06-01,2023,6,82,54,28,54,0,0
C005,P011,2023-07-01,2023,7,45,65,8,65,0,0
C005,P011,2023-08-01,2023,8,104,81,31,81,0,0
C005,P011,2023-09-01,2023,9,34,64,1,64,0,0
C005,P011,2023-10-01,2023,10,82,61,22,61,0,0
C005,P011,2023-11-01,2023,11,63,62,23,62,0,0
C005,P011,2023-12-01,2023,12,70,84,9,84,0,0
C005,P011,2024-01-01,2024,1,63,58,14,58,0,0
C005,P011,2024-02-01,2024,2,37,51,0,62,11,1
C005,P011,2024-03-01,2024,3,113,86,27,86,0,0
C005,P011,2024-04-01,2024,4,64,72,19,72,0,0
C005,P011,2024-05-01,2024,5,62,71,10,71,0,0
C005,P011,2024-06-01,2024,6,67,61,16,61,0,0
C005,P011,2024-07-01,2024,7,71,68,19,68,0,0
C005,P011,2024-08-01,2024,8,78,80,17,80,0,0
C005,P011,2024-09-01,2024,9,55,60,12,60,0,0
C005,P011,2024-10-01,2024,10,80,75,17,75,0,0
C005,P011,2024-11-01,2024,11,69,80,6,80,0,0
C005,P011,2024-12-01,2024,12,69,65,10,65,0,0
C005,P011,2025-01-01,2025,1,80,80,10,80,0,0
C005,P011,2025-02-01,2025,2,58,48,20,48,0,0
C005,P011,2025-03-01,2025,3,58,68,10,68,0,0
C005,P011,2025-04-01,2025,4,62,72,0,89,17,1
C005,P011,2025-05-01,2025,5,69,58,11,58,0,0
C005,P011,2025-06-01,2025,6,62,61,12,61,0,0
C005,P011,2025-07-01,2025,7,48,60,0,73,13,1
C005,P011,2025-08-01,2025,8,57,57,0,63,6,1
C005,P011,2025-09-01,2025,9,60,50,10,50,0,0
C005,P012,2023-01-01,2023,1,0,37,53,37,0,0
C005,P012,2023-02-01,2023,2,4,49,8,49,0,0
C005,P012,2023-03-01,2023,3,33,41,0,46,5,1
C005,P012,2023-04-01,2023,4,79,51,28,51,0,0
C005,P012,2023-05-01,2023,5,90,97,21,97,0,0
C005,P012,2023-06-01,2023,6,62,83,0,98,15,1
C005,P012,2023-07-01,2023,7,149,108,41,108,0,0
C005,P012,2023-08-01,2023,8,71,82,30,82,0,0
C005,P012,2023-09-01,2023,9,45,66,9,66,0,0
C005,P012,2023-10-01,2023,10,40,49,0,50,1,1
C005,P012,2023-11-01,2023,11,50,50,0,54,4,1
C005,P012,2023-12-01,2023,12,38,38,0,39,1,1
C005,P012,2024-01-01,2024,1,54,52,2,52,0,0
C005,P012,2024-02-01,2024,2,37,37,2,37,0,0
C005,P012,2024-03-01,2024,3,40,42,0,46,4,1
C005,P012,2024-04-01,2024,4,60,39,21,39,0,0
C005,P012,2024-05-01,2024,5,48,60,9,60,0,0
C005,P012,2024-06-01,2024,6,82,83,8,83,0,0
C005,P012,2024-07-01,2024,7,127,96,39,96,0,0
C005,P012,2024-08-01,2024,8,46,84,1,84,0,0
C005,P012,2024-09-01,2024,9,95,82,14,82,0,0
C005,P012,2024-10-01,2024,10,31,45,0,59,14,1
C005,P012,2024-11-01,2024,11,74,48,26,48,0,0
C005,P012,2024-12-01,2024,12,25,44,7,44,0,0
C005,P012,2025-01-01,2025,1,45,49,3,49,0,0
C005,P012,2025-02-01,2025,2,48,45,6,45,0,0
C005,P012,2025-03-01,2025,3,55,42,19,42,0,0
C005,P012,2025-04-01,2025,4,43,50,12,50,0,0
C005,P012,2025-05-01,2025,5,76,77,11,77,0,0
C005,P012,2025-06-01,2025,6,72,78,5,78,0,0
C005,P012,2025-07-01,2025,7,79,84,0,88,4,1
C005,P012,2025-08-01,2025,8,87,81,6,81,0,0
C005,P012,2025-09-01,2025,9,52,58,0,91,33,1
C005,P013,2023-01-01,2023,1,188,162,75,162,0,0
C005,P013,2023-02-01,2023,2,146,169,52,169,0,0
C005,P013,2023-03-01,2023,3,95,135,12,135,0,0
C005,P013,2023-04-01,2023,4,70,66,16,66,0,0
C005,P013,2023-05-01,2023,5,75,88,3,88,0,0
C005,P013,2023-06-01,2023,6,139,92,50,92,0,0
C005,P013,2023-07-01,2023,7,118,136,32,136,0,0
C005,P013,2023-08-01,2023,8,60,92,0,93,1,1
C005,P013,2023-09-01,2023,9,166,107,59,107,0,0
C005,P013,2023-10-01,2023,10,49,108,0,128,20,1
C005,P013,2023-11-01,2023,11,262,183,79,183,0,0
C005,P013,2023-12-01,2023,12,76,127,28,127,0,0
C005,P013,2024-01-01,2024,1,181,177,32,177,0,0
C005,P013,2024-02-01,2024,2,172,146,58,146,0,0
C005,P013,2024-03-01,2024,3,65,123,0,125,2,1
C005,P013,2024-04-01,2024,4,103,69,34,69,0,0
C005,P013,2024-05-01,2024,5,98,109,23,109,0,0
C005,P013,2024-06-01,2024,6,79,93,9,93,0,0
C005,P013,2024-07-01,2024,7,83,84,8,84,0,0
C005,P013,2024-08-01,2024,8,62,68,2,68,0,0
C005,P013,2024-09-01,2024,9,126,95,33,95,0,0
C005,P013,2024-10-01,2024,10,145,132,46,132,0,0
C005,P013,2024-11-01,2024,11,235,200,81,200,0,0
C005,P013,2024-12-01,2024,12,132,178,35,178,0,0
C005,P013,2025-01-01,2025,1,155,142,48,142,0,0
C005,P013,2025-02-01,2025,2,215,208,55,208,0,0
C005,P013,2025-03-01,2025,3,104,159,0,171,12,1
C005,P013,2025-04-01,2025,4,115,82,33,82,0,0
C005,P013,2025-05-01,2025,5,115,104,44,104,0,0
C005,P013,2025-06-01,2025,6,61,99,6,99,0,0
C005,P013,2025-07-01,2025,7,76,82,0,96,14,1
C005,P013,2025-08-01,2025,8,118,83,35,83,0,0
C005,P013,2025-09-01,2025,9,107,113,29,113,0,0
C005,P014,2023-01-01,2023,1,33,65,10,65,0,0
C005,P014,2023-02-01,2023,2,94,72,32,72,0,0
C005,P014,2023-03-01,2023,3,34,64,2,64,0,0
C005,P014,2023-04-01,2023,4,53,53,2,53,0,0
C005,P014,2023-05-01,2023,5,65,65,2,65,0,0
C005,P014,2023-06-01,2023,6,27,29,0,42,13,1
C005,P014,2023-07-01,2023,7,56,53,3,53,0,0
C005,P014,2023-08-01,2023,8,58,42,19,42,0,0
C005,P014,2023-09-01,2023,9,50,58,11,58,0,0
C005,P014,2023-10-01,2023,10,103,85,29,85,0,0
C005,P014,2023-11-01,2023,11,50,77,2,77,0,0
C005,P014,2023-12-01,2023,12,125,99,28,99,0,0
C005,P014,2024-01-01,2024,1,66,90,4,90,0,0
C005,P014,2024-02-01,2024,2,94,96,2,96,0,0
C005,P014,2024-03-01,2024,3,103,69,36,69,0,0
C005,P014,2024-04-01,2024,4,14,48,2,48,0,0
C005,P014,2024-05-01,2024,5,62,45,19,45,0,0
C005,P014,2024-06-01,2024,6,46,55,10,55,0,0
C005,P014,2024-07-01,2024,7,53,49,14,49,0,0
C005,P014,2024-08-01,2024,8,44,46,12,46,0,0
C005,P014,2024-09-01,2024,9,36,47,1,47,0,0
C005,P014,2024-10-01,2024,10,69,64,6,64,0,0
C005,P014,2024-11-01,2024,11,104,88,22,88,0,0
C005,P014,2024-12-01,2024,12,20,39,3,39,0,0
C005,P014,2025-01-01,2025,1,125,83,45,83,0,0
C005,P014,2025-02-01,2025,2,44,74,15,74,0,0
C005,P014,2025-03-01,2025,3,65,80,0,86,6,1
C005,P014,2025-04-01,2025,4,56,56,0,56,0,1
C005,P014,2025-05-01,2025,5,49,49,0,49,0,1
C005,P014,2025-06-01,2025,6,73,47,26,47,0,0
C005,P014,2025-07-01,2025,7,56,60,22,60,0,0
C005,P014,2025-08-01,2025,8,31,53,0,57,4,1
C005,P014,2025-09-01,2025,9,81,56,25,56,0,0
C005,P015,2023-01-01,2023,1,0,39,10,39,0,0
C005,P015,2023-02-01,2023,2,25,35,0,35,0,1
C005,P015,2023-03-01,2023,3,32,32,0,43,11,1
